text	class
cortex renal vein renal renal pelvi capsul figur longitudin section diagrammat kidney affer arteriol glomerulu bowman capsul descend loop henl henl loop ascend loop henl vasa recta medullari pyramid renal column call column figur kidney nearli one million complex tubular structur call nephron wigur function unit nephron two part glomerulu renal tubul glomerulu tuft capillari form affer arteriol branch renal arteri blood glomerulu carri away effer arteriol renal tubul begin doubl wall cup like structur call bowman capsul enclos glomerulu glomerulu alongwith bowman capsul call malpighian bodi renal corpuscl figur tubul continu form highli coil network proxim convolut tubul effer arteriol proxim convolut tubul distal convolut tubul collect duct figur diagrammat represent nephron show blood vessel duct tubul	biology
excretori product elimin pct shape henl loop affer arteriol next part tubul descend ascend ascend continu anoth highli coil tubular region call distal convolut tubul dct mani nephron open straight tube call collect duct mani open renal pelvi medullari pyramid calyc malpighian corpuscl pct dot nephron situat cortic region kidney wherea loop henl medulla nephron loop henl short extend littl medulla nephron call cortic nephron nephron loop henl long run deep medulla nephron call juxta medullari nephron effer arteriol emerg glomerulu form capillari network around renal tubul call capillari network run parallel henl loop form shape vasa recta vasa recta highli reduc cortic nephron effer arteriol bowman capsul proxim convolut tubul figur malpighian bodi renal corpuscl urin format urin format involv three main process name glomerular ltration reabsorpt secret take place differ part nephron rst step urin format ltration blood carri glomerulu call glomerular ltration averag blood ltere kidney per roughli blood ventricl heart glomerular capillari blood pressur caus ltration blood layer endothelium glomerular blood vessel epithelium bowman capsul basement membran two layer epitheli cell bowman capsul call leav space call ltration slit pore blood ltere membran almost constitu plasma except protein pass onto lumen bowman capsul therefor consid process ltration	biology
amount ltrate form kidney per call glomerular filtrat rate gfr gfr healthi individu approxim litr per day lddney built mechan regul glomerular ltration rate one cient mechan carri juxta glomerular apparatu special sensit region form modi distal convolut tubul affer arteriol locat contact fall gfr cell releas renin stimul glomerular blood therebi gfr back normal comparison ltrate form per day litr per day urin releas litr suggest nearli per cent ltrate reabsorb renal tubul process call reabsorpt tubular epitheli cell differ segment nephron perform either activ mechan exampl substanc like glucos amino acid etc ltrate reabsorb activ wherea nitrogen wast absorb reabsorpt water also occur passiv initi segment nephron figur urin format tubular cell secret substanc like ammonia ltrate tubular secret also import step urin format help mainten ionic acid base balanc bodi uid function tubul proxim convolut tubul pct pct line simpl brush border epithelium increas surfac area reabsorpt nearli essenti nutrient per cent electrolyt water reabsorb segment pct also help maintain ionic balanc bodi uid select secret hydrogen ion ammonia potassium ion ltrate absorpt hco henl loop reabsorpt minimum ascend howev region play signi cant role mainten high osmolar medullari interstiti uid descend loop henl permeabl water almost imperm electrolyt filtrat move ascend imperm water allow electrolyt activ passiv therefor concentr ltrate pass upward get dilut due passag electrolyt medullari uid distal convolut tubul dct reabsorpt water take place segment dct also capabl reabsorpt hco select secret hydrogen potassium ion maintain sodium potassium balanc blood	biology
excretori product elimin proxim convolut tubul distal convolut tubul nacl nutrient cortex descend thick segment loop ascend henl nacl medulla segment ascend nacl urea figur reabsorpt secret major substanc differ part hco collect duct nephron arrow indic direct movement collect duct long duct extend cortex kidney inner part medulla larg amount water could reabsorb region produc concentr urin segment allow passag small amount urea medullari interstitium keep osmolar also play role mainten ionic balanc blood select secret ion figur mechan concentr filtrat mammal abil produc concentr urin henl loop vasa recta play signific role ltrate two henl loop opposit direct thu form counter current blood two vasa recta	biology
mosmol mosmol mosmol mosmol affer arteriol effer arteriol also counter current pattern proxim henl loop vasa recta well counter current help maintain increas osmolar inner medullari interstitium mosmol cortex mosmol inner medulla gradient mainli caus nacl urea nacl transport ascend henl loop exchang descend vasa recta nacl return interstitium ascend portion vasa recta similarli small amount urea segment ascend henl loop transport back interstitium collect tubul describ substanc facilit special arrang henl loop vasa recta call counter current mechan wigur mechan help maintain concentr gradient bowman capsul glomerulu cortex outer medulla inner medulla vasa figur diagrammat represent nephron vasa recta show counter current mechan	biology
excretori product elimin medullari interstitium presenc interstiti gradient help easi passag water collect tubul therebi concentr ltrate urin human kidney produc urin nearli four time concentr initi ltrate form regul kidney function function kidney regul hormon feedback mechan involv hypothalamu certain extent heart osmoreceptor bodi activ chang blood bodi uid ionic concentr excess loss uid bodi receptor stimul hypothalamu releas hormon adh vasopressin neurohypophysi adh facilit water reabsorpt latter part tubul therebi prevent diuresi increas bodi uid switch osmoreceptor suppress adh releas complet feedback adh also affect kidney function effect blood vessel caus increas blood pressur increas blood pressur increas glomerular blood therebi gfr play complex regulatori role fall glomerular blood glomerular blood pressur gfr cell releas renin convert blood angiotensin angiotensin angiotensin power increas glomerular blood pressur therebi gfr angiotensin also activ adren cortex releas aldosteron aldosteron caus reabsorpt water distal part tubul also lead increas blood pressur gfr complex mechan gener known renin angiotensin mechan increas blood atria heart caus releas atrial natriuret factor caus dilat blood vessel therebi decreas blood pressur mechan therefor act check renin angiotensin mechan micturit urin form nephron carri urinari bladder store till voluntari signal given central nervou system signal initi urinari bladder get lled urin respons stretch receptor bladder send signal ihe pass motor	biology
initi contract smooth muscl bladder simultan relax urethr sphincter caus releas urin process releas urin call micturit neural mechan caus call micturit adult human excret averag litr urin per day urin form light colour wateri uid slightli acid averag urea excret per day variou condit affect characterist urin analysi urin help clinic diagnosi mani metabol well malfunct kidney exampl presenc glucos keton bodi urin indic diabet mellitu role organ excret kidney lung liver skin also help elimin excretori wast lung remov larg amount approxim also signi cant quantiti water everi day liver largest gland bodi secret bile contain substanc like bilirubin biliverdin cholesterol degrad steroid hormon vitamin substanc pass alongwith digest wast sweat sebac gland skin elimin certain substanc secret sweat produc sweat gland wateri uid contain nacl small amount urea lactic acid etc though primari function sweat effect bodi surfac also help wast mention sebac gland elimin certain substanc like hydrocarbon secret provid protect oili skin know small amount nitrogen wast could elimin saliva excretori system malfunct kidney lead accumul urea blood condit call highli harm may lead kidney failur patient urea remov process call process blood drain conveni arteri dialys unit call arti cial kidney blood drain conveni arteri dialys unit like heparin unit contain coil cellophan tube surround uid dialys uid	biology
excretori product elimin plasma except nitrogen wast porou cellophan tube allow passag molecul base concentr gradient nitrogen wast dialys uid substanc move therebi blood blood back bodi vein anti heparin method thousand patient world kidney transplant method correct acut renal failur kidney failur function kidney use transplant donor prefer close rel minimis chanc reject immun system host modern clinic procedur increas success rate complic techniqu renal stone insolubl mass crystallis salt etc form within kidney ammat kidney summari mani nitrogen contain substanc ion water etc bodi elimin natur nitrogen wast form excret vari among mainli habitat avail water ammonia urea uric major nitrogen wast excret tubul gland kidney common excretori organ also help acid base balanc bodi uid human consist one pair lddney pair uret urinari bladder urethra kidney million tubular structur call nephron nephron function unit kidney two portion glomerulu renal tubul glomerulu tuft capillari form affer arteriol branch renal arteri renal tubul start doubl wall bowman differenti proxim convolut tubul pct henl distal convolut tubul dct dct mani nephron join common collect duct mani open renal pelvi medullari pyramid bowman capsul enclos glomerulu form malpighian renal corpuscl urin format involv three main process ltration reabsorpt secret filtrat non select process perform glomerulu use glomerular capillari blood pressur blood ltere glomerulu per form ltrate bowman capsul per	biology
type movement muscl joint muscular skelet system chapter locomot movement movement one signi cant featur exhibit wide rang movement stream protoplasm unicellular organ like amoeba simpl form movement movement cilia agella tentacl shown mani organ human move jaw tongu etc movement result chang place locat voluntari movement call locomot walk run swim form locomotori movement locomotori structur need differ affect type movement exampl cilia help movement food locomot well hydra use tentacl captur prey also use locomot use chang bodi postur locomot well observ suggest movement locomot separ two may link state locomot movement movement locomot method locomot perform vari habitat demand situat howev locomot gener search food shelter mate suitabl breed ground favour climat condit escap enemi predat type movement cell human bodi exhibit three main type movement name amoeboid ciliari muscular	biology
locomot ion movement specialis cell bodi like macrophag leucocyt blood exhibit amoeboid movement effect pseudopodia form stream protoplasm amoeba cytoskelet element like micro lament also involv amoeboid movement ciliari movement occur intern tubular organ line ciliat epithelium coordin movement cilia trachea help remov dust particl foreign substanc inhal alongwith atmospher air passag ova femal reproduct tract also facilit ciliari movement movement jaw tongu etc requir muscular movement contractil muscl effect use locomot movement human multicellular organ locomot requir coordin activ muscular skelet neural system chapter learn type muscl structur mechan contract import aspect skelet system muscl chapter cilia agella outgrowth cell membran movement help swim spermatozoa mainten water current canal system spong locomot protozoan like muscl specialis per cent bodi weight human adult contribut muscl special properti like excit contractil extens elast muscl classifi use differ criteria name locat natur regul activ base locat three type muscl identifi skelet viscer iii cardiac skelet muscl close associ skelet compon bodi microscop henc call striat muscl activ voluntari control nervou system known voluntari muscl primarili involv locomotori action chang bodi postur viscer muscl locat inner viscer organ bodi like alimentari canal reproduct tract etc exhibit smooth henc call smooth muscl nonstriat muscl activ voluntari control nervou system therefor known involuntari muscl assist exampl food digest tract gamet genit tract	biology
joint point contact bone bone cartilag forc gener muscl use carri movement joint joint act joint vari depend differ factor joint classi three major structur form name brou cartilagin synovi fibrou joint allow movement type oint shown skull bone fuse end end help dens brou connect form sutur form cranium cartilagin joint bone involv join togeth help cartilag joint adjac vertebra vertebr column pattern permit limit movement synovi joint characteris presenc uid lled synovi caviti surfac two bone allow movement joint help locomot mani movement ball socket joint humeru pector girdl joint knee joint joint atla axi joint carpal joint carpal metacarp thumb exampl muscular skelet system auto immun disord affect neuromuscular junction lead fatigu skelet muscl muscular dystrophi progress skelet muscl due genet disord rapid wild contract muscl due low bodi uid arthriti ammat oint age relat disord characteris bone mass increas chanc level estrogen common caus ammat oint due accumul uric acid crystal summari movement essenti featur protoplasm stream ciliari movement movement etc form exhibit voluntari movement caus anim chang place	biology
locomot ion movement call locomot move gener search food shelter mate breed ground better protect cell human bodi exhibit amoeboid ciliari muscular movement locomot mani movement requir coordin muscular activ three type muscl present bodi skelet muscl attach skelet element appear striat voluntari natur viscer muscl present inner viscer organ nonstriat involuntari cardiac muscl muscl heart striat branch involuntari muscl possess excit contractil extens elast muscl bre anatom unit muscl muscl bre mani parallelli myo bril myo bril contain mani serial unit call sarcomer function unit sarcomer central band made thick myosin lament two half band made actin lament either side line actin myosin polymeris protein contractil activ site rest lament protein troponin myosin head atpas atp bind site activ site actin motor signal muscl bre gener action potenti use sarcoplasm reticulum myosin head form cross bridg cross caus slide myosin lament return sarcoplasm actin cross bridg broken muscl repeat muscl muscl classi red white bre base primarili red colour myoglobin pigment bone cartilag skelet system skelet system divis axial appendicular skull vertebr column rib sternum axial skeleton bone girdl form appendicular skeleton three type joint form bone bone cartilag brou cartilagin synovi synovi joint allow movement therefor play signi cant role locomot exercis draw diagram sarcomer skelet muscl show differ slide lament theori muscl contract describ import step muscl contract	biology
write true fals fals chang statement true actin present lament striat muscl fibr repres thick filament human skeleton bone pair rib sternum present ventral side bodi write differ actin myosin red white muscl pector pelvic girdl match column column column column smooth muscl myoglobin tropomyosin filament red muscl iii sutur skull involuntari differ type movement exhibit cell human bodi distinguish skelet muscl cardiac muscl name type joint follow atla axi carpal metacarp thumb phalang femur acetabulum cranial bone pubic bone pelvic girdl fill space mammal except cervic vertebra number phalang human lament myo bril contain actin two protein name muscl bre store pair rib call oat rib human cranium made bone	biology
muscl bre muscl cell sarcolemma blood capillari name suggest cardiac muscl muscl heart mani cardiac muscl cell branch pattern form cardiac muscl base cardiac muscl striat involuntari natur nervou system control activ directli let examin skelet muscl detail understand structur mechan contract organis skelet muscl bodi made number muscl bundl togeth common connect call muscl bundl contain number muscl bre figur muscl bundl figur diagrammat cross section view muscl show muscl bundl muscl fibr muscl fibr line plasma membran call sarcolemma enclos sarcoplasm muscl bre sarcoplasm contain mani nuclei endoplasm reticulum sarcoplasm reticulum muscl bre store calcium ion characterist featur muscl bre presenc larg number parallelli lament sarcoplasm call myo lament myo bril myo bril altern light band detail myo bril establish striat due distribut pattern two import protein actin myosin light band contain actin call band band wherea band call band contain	biology
locomot movement myosin protein like structur parallel also longitudin axi myo bril actin lament compar myosin lament henc commonli call thick lament respect centr band elast fibr call line filament attach line thick lament band also togeth middl band brou membran call line band throughout length myo bril portion myo bril two success line consid function unit contract call sarcomer figur rest state edg lament either side thick lament partial overlap free end thick lament leav central part thick lament central part thick lament filament call figur diagrammat represent anatomi muscl fibr show sarcomer sarcomer	biology
structur contractil protein actin lament made two lament actin wound actin polym monomer globular actin two lament anoth protein tropomyosin also run close actin throughout length complex protein troponin distribut regular interv tropomyosin rest state subunit troponin mask activ bind site myosin actin lament figur myosin thick lament also polymeris protein mani monomer protein call figur one thick lament meromyosin two import part globular head short arm tail former call heavi meromyosin hmm latter ght meromyosin hmm compon head short arm project outward regular distanc surfac polymeris myosin lament known cross arm globular head activ atpas enzym bind site atp activ site actin actin bind site atp bind site figur actin lament myosin monom meromyosin mechan muscl contract mechan muscl contract best explain slide lament theori state contract muscl bre take place slide lament thick lament	biology
locomot ion movement muscl contract initi signal sent central nervou system via motor neuron motor neuron alongwith muscl bre connect motor unit junction motor neuron sarcolemma muscl bre call neuromuscular junction motor end plate neural signal reach releas acetyl gener action potenti sarcolemma spread muscl bre caus releas calcium ion sarcoplasm increas level lead bind calcium subunit troponin actin lament therebi remov mask activ site myosin utilis energi atp hydrolysi myosin head bind expos activ site actin form cross bridg figur myosin head format cross bridg figur stage cross bridg format rotat head break cross bridg slide rotat attach actin lament centr band line attach actin also pull inward therebi caus shorten sarcomer contract clear step shorten muscl contract band get reduc wherea band length figur myosin adp goe back relax state new atp bind cross bridg broken figur atp hydrolys myosin head cycl cross bridg format	biology
band band line line maxim contract two figur slide filament theori muscl contract movement lament rel size band zone repeat caus slide process continu till ion back sarcoplasm cisterna result mask actin lament caus return line back origin posit relax reaction time fibr vari differ muscl repeat activ muscl lead accumul lactic acid due anaerob breakdown glycogen caus fatigu muscl contain red colour oxygen store pigment call myoglobin myoglobin content high muscl give reddish muscl call red fibr muscl also contain plenti mitochondria utilis larg amount oxygen store atp product muscl therefor also call aerob muscl hand muscl possess less quantiti myoglobin therefor appear pale white bre number mitochondria also amount sarcoplasm reticulum high depend anaerob process energi	biology
locomot ion movement skelet system skelet system consist framework bone cartilag system signi cant role movement shown bodi imagin chew food without jaw bone walk around without bone bone cartilag specialis connect former hard matrix due calcium salt latter slightli matrix due salt human system made bone cartilag two princip axial appendicular skeleton axial skeleton bone distribut along main axi bodi skull vertebr column sternum rib axial skeleton skull figur compos two set bone frontal bone pariet bone bone nasal bone tempor bone occipit bone occipit mandibl hyoid bone figur diagrammat view human skull cranial facial bone cranial bone number form hard protect outer cranium brain facial region made skelet element form front part skull singl shape bone call hyoid present base buccal caviti also includ skull middl ear contain three bone malleu incu stape call ear ossicl skull region articul superior region	biology
cervic vertebra thorac vertebra lumbar vertebra figur vertebr column right later view figur rib rib cage vertebr column help two occipit condyl skull vertebr column figur form serial unit call vertebra dorsal place extend base skull constitut main framework trunk vertebra central portion neural canal spinal cord pass first vertebra atla articul occipit condyl vertebr column differenti cervic thorac lumbar fuse fuse start skull number cervic vertebra seven almost mammal includ human vertebr column protect spinal cord support head point attach rib musculatur back sternum bone ventral thorax pair rib rib bone connect dorsal vertebr column ventral sternum two articul surfac dorsal end henc call first seven pair rib call true rib dorsal attach thorac vertebra ventral connect sternum help hyalin cartilag pair rib directli sternum join seventh rib help hyalin cartilag call fals rib last pair rib connect ventral therefor call oat rib thorac vertebra rib sternum togeth form rib cage figur bone alongwith girdl appendicular skeleton made bone bone hand fore humeru radiu	biology
locomot ion movement ulna carpal wrist bone number metacarp palm bone number phalang digit number figur femur thigh bone longest bone ankl bone number metatars number phalang digit number bone hind figur cup shape bone call patella cover knee ventral knee pector pelvic girdl bone help articul upper lower respect axial skeleton girdl form two halv half pector girdl consist clavicl scapula figur scapula larg triangular bone situat dorsal part thorax second seventh rib dorsal triangular bodi scapula slightli elev ridg call project expand process call acromion clavicl articul acromion depress call caviti articul head humeru form oint clavicl long slender bone two bone commonli call bone pelvic girdl consist two coxal bone figur coxal bone form fusion three bone ilium ischium pubi point fusion bone caviti call acetabulum thigh bone articul two halv pelvic girdl meet ventral form pubic contain brou cartilag joint joint essenti type movement involv boni part bodi locomotori movement except figur right pector girdl upper arm frontal view ilium coxal bone pubi ischium femur patella metatars phalang figur right pelvic girdl lower bone frontal view	biology
neural system human neural system neuron unit system central neural system action sensori recept process chapter neural control coordin know function organ system bodi must coordin maintain homeostasi coordin process two organ complement function one anoth exampl physic exercis energi demand increas maintain increas muscular activ suppli oxygen also increas increas suppli oxygen necessit increas rate respir heart beat increas blood via blood vessel physic exercis activ nerv lung heart kidney gradual return normal condit thu function muscl lung heart blood vessel kidney organ coordin perform physic exercis bodi neural system endocrin system jointli coordin integr activ organ function synchronis fashion neural system provid organis network point point connect quick coordin endocrin system provid chemic integr hormon chapter learn neural system human mechan neural coordin like transmiss nerv impuls impuls conduct across synaps physiolog action	biology
neural system neural system compos highli specialis cell call neuron detect receiv transmit differ kind stimuli neural organis simpl lower invertebr exampl hydra compos network neuron neural system better organis insect brain present along number ganglia neural vertebr develop neural system human neural system human neural system divid two part central neural system peripher neural system includ brain spinal cord site inform process control nerv bodi associ brain spinal cord nerv bre two type affer fibr effer bre affer nerv bre transmit impuls organ effer bre transmit regulatori impuls concern peripher organ divid two call somat neural system autonom neural system somat neural system impuls skelet muscl autonom neural system transmit impuls involuntari organ smooth muscl bodi autonom neural system classi sympathet neural system parasympathet neural system viscer nervou system part peripher nervou system whole complex nerv bre ganglia impuls central nervou system viscera viscera central nervou system neuron structur function unit neural system neuron structur compos three major part name cell bodi dendrit axon figur cell bodi contain cytoplasm typic cell organel certain granular bodi call nissl granul short bre branch repeatedli project cell bodi also	biology
neural control coordin cortex area brain neural impuls analys imag form recognis base earlier memori ear ihe ear perform two sensori function hear mainten bodi balanc anatom ear divid three major section call outer ear middl ear inner ear figur outer ear consist pinna extern tempor bone auditori meatu canal pinna collect vibrat air produc sound extern auditori meatu lead inward extend tympan nerv membran ear hair cochlea secretin extern pinna membran auditori eustachian meatu tympan canal tube membran compos connect cover figur diagrammat view ear skin outsid mucu membran insid middl ear contain three ossicl call malleu incu stape attach one anoth like fashion malleu attach tympan membran stape attach oval window cochlea ear ossicl increas cienci transmiss sound wave inner ear eustachian tube connect middl ear caviti pharynx eustachian tube help pressur either side ear uid lled inner ear call labyrinth consist two part boni membran boni labyrinth seri insid lie membran labyrinth surround uid call perilymph membran labyrinth lled uid call endolymph coil portion labyrinth call cochlea membran constitut cochlea reissner basilar divid perilymph lled boni labyrinth upper scala vestibuli lower scala tympani figur space	biology
reissner membran scala media corti within cochlea call scala media lled endolymph base cochlea scala vestibuli end oval window scala tympani round window open middl ear scala vestibuli tectori membran basilar membran scala tympani figur diagrammat represent section view cochlea corti structur locat basilar membran contain hair cell act auditori receptor hair cell present row intern side corti basal end hair cell close contact affer nerv bre larg number process call cilia project apic part hair cell row hair cell elast membran call tectori membran inner ear also contain complex system call vestibular apparatu locat cochlea vestibular apparatu compos three circular canal macula sensori part saccul utricl circular canal lie differ plane right angl membran canal suspend perilymph boni canal base canal	biology
neural control coordin swollen call ampulla contain project ridg call crista hair cell saccul utricl contain project ridg call macula crista macula speci receptor vestibular apparatu respons mainten balanc bodi postur mechan hear ear convert sound wave neural impuls process brain enabl recognis sound extern ear receiv sound wave ear ear respons sound wave vibrat transmit ear ossicl malleu incu stape oval window vibrat pass oval window uid cochlea gener wave lymph wave lymph induc basilar membran movement basilar membran hair cell tectori membran result nerv impuls gener associ affer neuron impuls transmit affer bre via auditori nerv auditori cortex brain impuls analys sound recognis summari neural system integr function well metabol activ organ neuron function unit neural system excit cell due concentr gradient ion across membran potenti differ across rest neural membran call rest potenti nerv impuls conduct along axon form depolaris repolaris form membran pre synapt neuron post synapt neuron may may separ gap call synapt cleft involv transmiss impuls chemic call neurotransmitt human neural system consist two part central neural system peripher neural system consist brain spiral cord brain divid three major part forebrain midbrain iii hindbrain forebrain consist cerebrum thalamu hypothalamu cerebrum longitudin divid two halv connect corpu callosum import part forebrain call hypothalamu control bodi temperatur eat drink inner part	biology
cerebr hemispher group associ deep structur form complex structur call limbic system concern autonom respons regul behaviour express emot reaction motiv midbrain receiv integr visual auditori input hindbrain pon cerebellum medulla cerebellum integr inform receiv canal ear auditori system medulla contain centr control respir exe gastric secret pon consist bre tract interconnect differ brain entir process involuntari respons peripher nervou call action inform chang environ receiv sensori organ process analys signal sent necessari adjust wall human eye ball compos three layer extern compos cornea sclera insid sclera middl call choroid contain two type photoreceptor cell name cone photop colour function function rod light imag object form ear divid middl ear inner ear middl ear contain three ossicl call malleu incu stape uid lled inner ear call labyrinth coil portion labyrinth call cochlea corti structur contain hair cell act auditori receptor locat basilar membran vibrat produc ear transmit ear ossicl oval window uid lled inner ear nerv impuls gener transmit affer bre auditori cortex brain inner ear also contain complex system locat cochlea call vestibular apparatu uenc graviti movement help maintain balanc bodi postur	biology
neural control coordin exercis brie describ structur follow brain eye ear compar follow central neural system peripher neural system rest potenti action potenti choroid explain follow process membran nerv bre depolaris membran nerv bre conduct nerv impuls along nerv bre transmiss nerv impuls across chemic synaps draw label diagram follow neuron brain eye ear write short note follow neural coordin forebrain midbrain hindbrain ear ossicl cochlea corti synaps give brief account mechan synapt transmiss mechan mechan hear answer brie colour object part bodi help maintain bodi balanc eye regul amount light fall explain follow role gener action potenti mechan gener light induc impuls mechan sound produc nerv impuls inner ear differenti myelin non myelin axon dendrit axon rod cone thalamu hypothalamu cerebrum cerebellum	biology
answer follow part ear determin pitch sound part human brain develop part central neural system act region vertebr eye optic nerv pass call fovea blind spot optic distinguish affer neuron effer neuron impuls conduct myelin nerv bre unmyelin nerv bre aqueou humor vitreou humor blind spot spot cranial nerv spinal nerv	biology
neural control coordin contain nissl granul call dendrit bre transmit impuls cell bodi axon long bre distal end branch branch bulb like structur call nissl granul synapt knob possess synapt vesicl contain call neurotransmitt cell bodi axon transmit nerv impuls away cell bodi synaps neuro muscular junction base nucleu number axon dendrit neuron divid three type one axon two found cerebr cortex bipolar one axon one dendrit found cell eye cell bodi one axon found usual embryon stage two type axon name myelin non axon myelin ihe myelin nerv bre envelop schwann cell form myelin sheath dendrit myelin around axon ihe gap two adjac sheath myelin call node ranvier node myelin nerv bre found spinal cranial ranvier nerv unmyelin nerv bre schwann cell form myelin sheath axon around axon commonli found termin autonom somat neural system synapt knob gener conduct nerv impuls neuron excit cell membran polaris state know membran neuron polaris differ type ion present neural membran ion select permeabl differ ion neuron conduct impuls rest axon membran compar permeabl potassium ion nearli imperm sodium ion similarli membran imperm protein present axoplasm consequ axoplasm insid axon contain high concentr protein low concentr contrast uid outsid axon contain low concentr high concentr thu form concentr gradient ionic gradient across rest membran maintain activ ion sodium potassium pump outward cell result outer surfac axon membran possess posit charg inner surfac figur structur neuron	biology
figur diagrammat represent impuls conduct axon point becom therefor polaris electr potenti differ across rest plasma membran call rest potenti might curiou know mechan gener nerv impuls conduct along axon stimulu appli site figur point polaris membran membran site becom permeabl lead rapid follow polar site outer surfac membran becom inner side becom posit polar membran site thu henc electr potenti differ across plasma membran site call action potenti fact term nerv impuls site immedi ahead axon site membran posit charg outer surfac neg charg inner surfac result current inner surfac site site outer surfac current site site figur complet current henc polar site action potenti gener site thu impuls action potenti gener site arriv site sequenc repeat along length axon consequ impuls conduct rise stimulu induc permeabl extrem short live quickli follow rise permeabl within fraction second diffus outsid membran restor rest potenti membran site excit bre becom	biology
neural control coordin transmiss impuls nerv impuls transmit one neuron anoth junction call synaps form membran pre synapt neuron post synapt neuron may may separ gap call synapt cleft two type name electr chemic electr membran pre post synapt neuron close proxim electr current directli one neuron across transmiss impuls across electr similar impuls conduct along singl axon impuls transmiss across electr synaps alway faster across chemic synaps electr rare system chemic synaps membran pre post synapt neuron separ uid lled space call synapt cleft figur know pre synapt neuron transmit impuls action potenti across synapt cleft post synapt neuron call neurotransmitt involv transmiss impuls axon contain vesicl fill neurotransmitt impuls action potenti arriv axon termin movement synapt vesicl membran fuse plasma axon axon neurotransmitt figur diagram show axon termin synaps termin synapt vesicl pre synapt membran synapt cleft post synapt membran receptor	biology
membran releas neurotransmitt synapt cleft releas neurotransmitt bind speci receptor present post synapt membran bind open ion allow entri ion gener new potenti post synapt neuron new potenti develop may either inhibitori central neural system brain central inform process bodi act command control system control voluntari movement balanc bodi function involuntari organ lung heart kidney etc thermoregul hunger hour rhythm bodi activ sever endocrin gland human behaviour also site process hear memori intellig human brain well protect skull insid skull brain cover cranial consist outer call mater middl call inner contact brain call mater brain divid three major part forebrain midbrain iii hindbrain figur hypothalamu midbrain hindbrain medulla spinal cord figur diagram show section human brain	biology
neural control coordin forebrain forebrain consist cerebrum thalamu hypothalamu figur cerebrum form major part human brain deep cleft divid cerebrum longitudin two halv term left right cerebr hemispher hemispher connect tract nerv bre call corpu callosum cell cover cerebr hemispher call cerebr cortex promin cerebr cortex refer matter due neuron cell bodi concentr give colour cerebr cortex contain motor sensori larg neither clearli sensori motor function call associ respons complex function like associ memori commun fibr tract cover myelin sheath inner part cerebr hemispher give opaqu white henc call white matter cerebrum around structur call thalamu major centr sensori motor anoth import part brain call hypothalamu lie base thalamu hypothalamu contain number centr control bodi temperatur urg eat drink also contain sever group neurosecretori cell secret hormon call hypothalam hormon inner part cerebr hemispher group associ deep structur like etc form complex structur call limbic lobe limbic system along hypothalamu involv regul behaviour express emot reaction excit pleasur motiv midbrain midbrain locat thalamu hypothalamu forebrain pon hindbrain canal call cerebr midbrain dorsal portion midbrain consist mainli four round swell lobe call hindbrain hindbrain pon cerebellum medulla also call medulla oblongata pon consist bre tract interconnect differ brain cerebellum convolut surfac order provid addit space mani neuron medulla brain connect spinal cord medulla contain centr control respir exe gastric secret three major make brain brain pon medulla oblongata brain form connect brain spinal cord	biology
reflex action reflex must experienc sudden withdraw bodi part come contact object extrem hot cold point poison entir process respons peripher nervou occur without consciou effort thought requir part central nervou system call action pathway least one affer neuron receptor one effer effector neuron appropri seri figur affer neuron receiv signal sensori transmit impuls via dorsal nerv root level spinal cord effer carri signal effector stimulu respons thu form shown knee jerk care figur understand mechan knee jerk dorsal root white affer pathway ganglion matter muscl spindl receptor matter motor effector effer pathway motor neuron respons figur diagrammat present action show knee jerk sensori recept process ever thought climat chang environ see object colour hear sound sensori organ detect type chang environ send appropri signal input process analys signal sent differ part centr brain sens chang environ	biology
neural control coordin sens organ smell thing nose tast tongu hear ear see object eye nose contain mucu coat receptor specialis receiv sens smell call olfactori receptor made olfactori epithelium consist three kind cell neuron olfactori epithelium extend outsid environ directli pair bean size organ call olfactori bulb extens brain limbic system nose tongu detect dissolv chemic tast olfactori smell similar tongu tast tast bud contain receptor tast food drink brain integr input tast bud complex avour perceiv follow section introduc structur function eye sensori ear sensori hear eye pair eye locat socket skull call brief account structur function human eye given follow section part eye adult human eye ball nearli spheric structur wall eye ball compos three layer figur extern compos dens connect call sclera anterior portion call cornea middl choroid contain mani blood vessel look bluish colour choroid posterior two eye ball becom thick anterior part form ciliari bodi ciliari bodi cornea bodi figur diagram show part eye	biology
continu forward form pigment opaqu structur call visibl colour portion eye eye ball contain transpar crystallin len place ligament attach ciliari bodi front len apertur surround call pupil diamet pupil regul muscl bre inner contain three layer neural cell insid outsid ganglion cell bipolar cell photoreceptor cell two type photoreceptor cell name rod cone cell contain light sensit protein call photopig photop colour function cone function rod rod contain red protein call visual purpl contain vitamin human eye three type cone possess characterist photopig respond red differ colour produc variou combin cone photopig cone stimul equal white light produc optic nerv leav eye retin blood vessel point slightli posterior pole eye ball photoreceptor cell present region henc call blind spot posterior pole eye later blind spot yellowish pigment spot call macula central call fovea fovea thin portion cone dens pack point visual resolut space cornea len call aqueou chamber contain wateri uid call aqueou humor space len call vitreou chamber lled transpar gel call vitreou humor mechan light visibl wavelength cornea len gener potenti impuls rod cone mention earlier compound photopig human eye compos opsin protein retin vitamin light induc dissoci retin opsin result chang structur opsin caus membran permeabl chang result potenti differ gener photoreceptor cell produc signal gener action potenti ganglion cell bipolar cell action potenti impuls transmit optic nerv visual	biology
